Slug,Waypoint Type,No. Drones,No. Targets,MTSP Algorithm,Min Distance,Mean Distance,Max Distance,Total Distance,Score,Time
random_20_20_hill_2,Random_20,2,20,HILL,1072.6711494543722,1166.889301249205,1261.1074530440371,2333.7786024984093,3594.8860555424462,0.8545260429382324
random_20_20_ga_2,Random_20,2,20,GA,1181.069833437983,1234.6068728204116,1288.14391220284,2469.213745640823,3757.357657843663,34.36062836647034
random_20_20_aco_2,Random_20,2,20,ACO,932.642918124284,958.0606749926152,983.4784318609464,1916.1213499852304,2899.5997818461765,2.983216047286988
random_20_20_tabu_2,Random_20,2,20,TABU,918.0471910599712,934.0254174504374,950.0036438409036,1868.0508349008749,2818.0544787417784,30.735996961593628
random_50_50_hill_2,Random_50,2,50,HILL,4030.35219556162,4681.795205333256,5333.238215104892,9363.590410666511,14696.828625771404,1.06178879737854
random_50_50_ga_2,Random_50,2,50,GA,7225.080682649348,7429.612549168431,7634.144415687513,14859.22509833686,22493.369514024373,79.25240802764893
random_50_50_aco_2,Random_50,2,50,ACO,3290.7149654628874,3639.078218890171,3987.441472317454,7278.156437780342,11265.597910097797,22.97102928161621
random_50_50_tabu_2,Random_50,2,50,TABU,3428.8850702495456,3531.930531156202,3634.9759920628585,7063.861062312404,10698.837054375264,71.87624669075012
random_100_100_hill_2,Random_100,2,100,HILL,13987.27782750271,15295.679923413403,16604.0820193241,30591.35984682681,47195.44186615091,1.386650323867798
random_100_100_ga_2,Random_100,2,100,GA,36159.03265244306,36615.16333975787,37071.29402707268,73230.32667951574,110301.6207065884,155.12436985969543
random_100_100_aco_2,Random_100,2,100,ACO,10505.13090967469,11306.235817693385,12107.34072571208,22612.47163538677,34719.81236109885,142.98900246620178
random_100_100_tabu_2,Random_100,2,100,TABU,13024.934679481075,13168.423939363773,13311.913199246466,26336.847878727545,39648.76107797401,135.09525227546692
random_200_200_hill_2,Random_200,2,200,HILL,64945.27029655384,69925.5694250238,74905.86855349375,139851.1388500476,214757.00740354136,2.223207712173462
random_200_200_ga_2,Random_200,2,200,GA,158658.86961672758,159784.8396366535,160910.8096565794,319569.679273307,480480.4889298864,309.0813400745392
random_200_200_aco_2,Random_200,2,200,ACO,29313.349871153845,34462.515653058275,39611.68143496271,68925.03130611655,108536.71274107926,1132.2833588123322
random_200_200_tabu_2,Random_200,2,200,TABU,55731.9091404889,57306.42871930203,58880.94829811516,114612.85743860406,173493.80573671922,263.5751037597656
