Slug,Waypoint Type,No Drones,MTSP Algorithm,RL Algorithm,Action Type,Total Distance,Total Time,Average Time
blocks_3_aco_ppo_disc_airsim,Blocks,3,ACO,PPO,Disc,1329.8385214386392,1033.9270782470703,981.5664965311686
